,track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target
7722,A Hole In the Bucket - Live,Harry Belafonte,spotify:track:0B3SMXLximJvHXUSKsB75A,0.40700000000000003,0.122,5,-22.965999999999998,1,0.503,0.705,0.0,0.9640000000000001,0.674,190.583,269933,3,35.40766,14,0
7723,The Devil's Plaything,Backworld,spotify:track:1hkzjECG2rLTn6T8PFMZEd,0.273,0.159,8,-14.32,0,0.0332,0.9009999999999999,0.000698,0.10800000000000001,0.0885,147.52,250360,4,55.68513000000001,9,0
7724,Yhvh's Shadow,Craft,spotify:track:15NXtEAKTNFEX2IcEXGuP0,0.187,0.879,6,-5.76,0,0.0583,2.97e-06,0.7390000000000001,0.254,0.41700000000000004,130.095,339894,4,40.254020000000004,14,0
7725,Sinking,Incendiary,spotify:track:691zGt8f43n3D2X068fHaa,0.209,0.9229999999999999,7,-3.286,1,0.0598,5.660000000000001e-05,0.0505,0.326,0.42,93.34700000000001,170813,4,105.99946000000001,5,0
7726,LoveGame,Lady Gaga,spotify:track:5c0Wgs68kjgViFCVDGLB2I,0.894,0.677,6,-5.617999999999999,0,0.0548,0.00562,2.63e-06,0.31,0.857,105.029,216333,4,74.5031,8,1
7727,Young Forever,Jay-Z + Mr. Hudson,spotify:track:35srNkJVToAzYiZzron1FY,0.637,0.69,9,-3.214,0,0.0693,0.41700000000000004,0.0,0.21100000000000002,0.10300000000000001,140.329,253907,4,27.74245,14,1
7728,Fake Love,BTS,spotify:track:3aW0ds4A4tSQDIp75FqWTo,0.557,0.7190000000000001,2,-4.515,0,0.0372,0.00267,0.0,0.306,0.344,77.501,242334,4,25.73509,13,1
7729,Lonely Eyes,Chris Young,spotify:track:2j79NtwxoWDmkiH4MGwdLq,0.657,0.674,1,-5.273,1,0.0319,0.0326,1.88e-05,0.0947,0.336,106.005,217413,4,35.83854,10,1
7730,Mind Reader,Dustin Lynch,spotify:track:2MNapHbu7QASoukvVVIxyr,0.39399999999999996,0.8,4,-4.17,0,0.0413,0.0266,0.0,0.184,0.525,162.053,185413,4,67.79955,6,1
7731,Heaven Awaits,XE-NONE,spotify:track:5ASAi0bBecKHSsV9gxTptI,0.369,0.9570000000000001,7,-0.873,0,0.0513,5.17e-05,0.344,0.385,0.278,110.145,297818,4,44.883309999999994,13,0
7732,Hey Good Lookin',"Jimmy Buffett With Clint Black, Kenny Chesney, Alan Jackson, Toby Keith & George Strait",spotify:track:2TSc7ee1OQPb4tuXsi2X7W,0.7140000000000001,0.885,7,-5.922000000000001,1,0.0411,0.21100000000000002,3.87e-06,0.255,0.91,141.371,183293,4,40.496959999999994,10,1
7733,Spaceboss,Liquid Stranger,spotify:track:4HiuT2pdJzwdSKf72aSdhs,0.725,0.722,9,-4.824,1,0.0712,0.0041600000000000005,0.19,0.18100000000000002,0.345,74.999,230205,4,52.01354,11,0
7734,CCM,Julie Lamontagne Trio,spotify:track:2dmB06QW1jupSchr0igc2k,0.384,0.43200000000000005,4,-12.645,0,0.0308,0.201,0.754,0.107,0.391,125.836,323147,4,25.36066,15,0
7735,Great Halls Of Fire,Helltrain,spotify:track:45CMPknHn84FiSroiT2i4I,0.331,0.993,10,-2.88,0,0.0868,0.000131,0.0,0.499,0.652,173.959,218000,4,44.41537,10,0
7736,Run This Town,"Jay-Z, Rihanna & Kanye West",spotify:track:7LR85XLWw2yXqKBSI5brbG,0.632,0.924,1,-1.8019999999999998,1,0.29,0.281,0.0,0.263,0.441,86.844,267520,4,65.98124,11,1
7737,Just Fishin',Trace Adkins,spotify:track:1ZxNwqYsJA41CKf2YEhmIK,0.586,0.674,11,-5.69,1,0.0246,0.007640000000000001,0.0777,0.243,0.395,86.5,210333,4,23.294,10,1
7738,Lord Above,Fat Joe & Dre Featuring Eminem & Mary J. Blige,spotify:track:7q0VdsXafFQIYfk3eZpwTq,0.511,0.7190000000000001,5,-6.261,1,0.11699999999999999,0.198,0.0,0.545,0.61,77.48100000000001,294775,4,26.14911,16,1
7739,Nei Garage A Milano Nord,Le Luci Della Centrale Elettrica,spotify:track:2l8A6fDPlsyuPkd53lTlrY,0.377,0.462,7,-5.665,1,0.0309,0.698,0.000124,0.778,0.18,116.74700000000001,259453,4,60.29899,11,0
7740,Agnostic Front,Flames,spotify:track:47qBCjVDuOzjwLhGiJeniJ,0.24600000000000002,0.97,9,-8.713,1,0.0789,2.02e-05,0.0316,0.0583,0.182,153.033,226613,4,34.88017,16,0
7741,Favorite Girl,Justin Bieber,spotify:track:4nTjkWK590oBDcnIxTr1mI,0.581,0.6809999999999999,7,-4.468999999999999,1,0.0435,0.0472,0.0,0.10400000000000001,0.634,176.03400000000002,256800,4,25.53908,12,1
7742,Ivanhoe,The Dreadnoughts,spotify:track:56JRfoDhC6O36NNGcsAnO8,0.599,0.9540000000000001,2,-5.46,1,0.152,0.0017800000000000001,0.000309,0.0713,0.41600000000000004,109.949,189040,4,40.45136,11,0
7743,Endless Wings - Original Mix,Calling from afar,spotify:track:3nEa3xQ6LZULLoXWhL6Lt8,0.387,0.975,5,-5.071000000000001,1,0.27899999999999997,7.75e-05,0.193,0.0702,0.054000000000000006,134.93,408000,4,49.16945,12,0
7744,Starwood Choker,Bing & Ruth,spotify:track:2w5l9sDXytt4lu0ZYFSoIX,0.153,0.198,11,-19.542,1,0.0333,0.903,0.9329999999999999,0.0977,0.0356,85.738,376956,4,20.18298,15,0
7745,"The Wheat - From ""Gladiator"" Soundtrack",Lisa Gerrard,spotify:track:4sTSfR2cq7gUxUbiU1w60F,0.18899999999999997,0.0297,11,-33.478,0,0.0376,0.9840000000000001,0.831,0.10400000000000001,0.0855,81.635,63267,4,42.15133,4,0
7746,Psyche Rock - Metal Time Machine Edit By Ken Abyss,Pierre Henry,spotify:track:0hHplzs2vMmrZRDeyRMZpF,0.754,0.8190000000000001,11,-8.352,0,0.0671,0.0736,0.42200000000000004,0.0506,0.307,120.62100000000001,269666,4,30.685059999999996,11,0
7747,White Flag,Dido,spotify:track:3adnLFXKO5rC1lhUNSeg3N,0.509,0.5379999999999999,5,-6.835,1,0.0379,0.306,5.03e-06,0.091,0.284,170.111,240600,4,35.279140000000005,11,1
7748,Medicine Buddha Mantra,Lama Gyurme,spotify:track:1sKvfBXlhbjjMaV2JhuFq3,0.46,0.275,10,-12.14,0,0.0299,0.863,0.955,0.13,0.14800000000000002,111.337,451840,4,29.865409999999997,16,0
7749,My Mind's Eye,Sirenia,spotify:track:6aVIJwJs8ljs7g1K2bVtQG,0.5,0.915,11,-3.701,0,0.0594,0.0004,0.00507,0.0923,0.425,141.986,218279,4,31.80548,10,0
7750,Land Of The Sea And Sun - REMASTERED,Harry Belafonte,spotify:track:5P4zWxjuqEG8GVSwp5Cih9,0.685,0.142,7,-16.313,1,0.0396,0.9470000000000001,0.000146,0.11900000000000001,0.629,112.75299999999999,175347,4,32.815909999999995,9,0
7751,Make Me...,Britney Spears Featuring G-Eazy,spotify:track:0nUGa8WQpQqg2vzJUprEo5,0.701,0.7,7,-6.672000000000001,0,0.0925,0.146,0.0,0.20600000000000002,0.5920000000000001,122.984,230960,4,39.61549,11,1
7752,Living In Fast Forward,Kenny Chesney,spotify:track:0cE0J96KeivafL6goJwpmq,0.6890000000000001,0.907,9,-5.587000000000001,1,0.037000000000000005,0.0254,0.000732,0.138,0.912,116.96799999999999,211893,4,41.28787,10,1
7753,Gnossiennes: No. 4,Erik Satie,spotify:track:5uaqfXP4wBosOea7QLokJP,0.16699999999999998,0.0026100000000000003,9,-38.553000000000004,0,0.0426,0.9940000000000001,0.887,0.076,0.10400000000000001,63.028999999999996,216680,4,56.27195,9,0
7754,From Where You Are,Lifehouse,spotify:track:5ef3mAxAAjk93V6IpriOrz,0.363,0.408,9,-10.860999999999999,0,0.0273,0.185,2.94e-06,0.113,0.271,87.337,181280,4,36.24808,8,1
7755,So Gone,Monica,spotify:track:6BIcjFZIVDZxNAcofRFPx4,0.618,0.552,8,-6.8629999999999995,1,0.0981,0.17600000000000002,0.0,0.252,0.586,81.975,242773,4,34.587990000000005,11,1
7756,Songbird,Glee Cast,spotify:track:3GZuofjHU2nu8kcifVt1SY,0.32,0.0622,5,-10.937999999999999,1,0.039,0.9640000000000001,1.2e-06,0.0867,0.39299999999999996,183.497,198147,4,25.73379,13,1
7757,Living,Dierks Bentley,spotify:track:54K7AZoGpQklpygKrxZlKN,0.517,0.813,1,-6.325,1,0.0558,0.0153,0.0,0.106,0.444,83.005,222147,4,23.18127,9,1
7758,Lonely Tonight,Blake Shelton Featuring Ashley Monroe,spotify:track:1zbcFS5hS92oXNL3UZDfY0,0.41,0.747,5,-4.9639999999999995,1,0.0358,0.0581,0.0,0.0983,0.369,158.064,218040,4,47.13143,11,1
7759,I Am The Changer,Cotton Jones,spotify:track:0BeAL5sGX7mxLNDWUJ36Ci,0.634,0.529,0,-10.026,1,0.0284,0.784,0.000805,0.0902,0.451,122.015,394840,4,63.07065,13,0
7760,"Baby Mine - (From ""Dumbo"") [Kaskade House Version]",Kaskade,spotify:track:7fqh3aQ4CETMWGN4Bm3aPw,0.508,0.867,10,-7.401,1,0.027999999999999997,0.161,0.0869,0.0795,0.23800000000000002,128.015,188387,4,30.54076,9,0
7761,Antisocial,Ed Sheeran & Travis Scott,spotify:track:1DhRbox3xkceP64k3JeYfW,0.715,0.823,5,-5.313,0,0.0495,0.133,0.0,0.361,0.91,151.95600000000002,161747,4,20.32635,10,1
7762,Erotic Fantasies (The Hunger),Steal Vybe,spotify:track:5VNsCnDDbjv0TvG700qUkM,0.6509999999999999,0.648,0,-12.739,1,0.0493,0.0259,0.914,0.0314,0.583,127.994,469136,4,31.368540000000003,13,0
7763,Control Myself,LL Cool J Featuring Jennifer Lopez,spotify:track:6RzpuVp06z70xIGG9etyUs,0.825,0.8759999999999999,10,-6.556,0,0.21100000000000002,0.00928,1.2e-05,0.205,0.48,120.066,233973,4,74.86477,8,1
7764,Change The Game,"Jay-Z, Beanie Sigel And Memphis Bleek",spotify:track:5Vyw16U5k4bpGaRqfzyyMo,0.93,0.425,1,-6.242000000000001,1,0.28,0.0286,0.0,0.15,0.48200000000000004,94.58200000000001,187840,4,31.79869,9,1
7765,Angel,Shaggy Featuring Rayvon,spotify:track:7FDV5ELOJHCGLe52AnttEd,0.74,0.7659999999999999,6,-2.9389999999999996,1,0.17800000000000002,0.11599999999999999,0.0,0.0406,0.807,170.53099999999998,235133,4,24.549570000000003,12,1
7766,Wheels That Go,Raymond Scott,spotify:track:3DiE34Ul30iqXGtvUcWeez,0.368,0.185,8,-19.298,1,0.0341,0.877,0.965,0.235,0.0918,94.992,53907,4,13.17296,3,0
7767,Schilflied (Reed Song),Ernst Bacon,spotify:track:57iTOIuB2fkON8fP08ZCKA,0.39,0.0674,2,-21.313000000000002,1,0.0465,0.993,0.8009999999999999,0.105,0.0699,86.059,156747,3,30.937790000000003,9,0
7768,Die fette Elfe - Rock Version,Jan Hegenberg,spotify:track:7j8kLUpyWiJK6UbkML7GmO,0.363,0.8079999999999999,2,-7.145,1,0.0709,0.0762,0.0,0.369,0.711,165.232,167581,4,47.84465,6,0
7769,Protection,Alcest,spotify:track:3IMbfSGOT7QAuFB9nlpKBr,0.16,0.9,6,-8.037,1,0.0608,2.01e-05,0.804,0.035,0.16899999999999998,142.297,349969,3,66.54224,16,0
7770,Strength to Believe,Epic Score,spotify:track:6aNpo6grTqx0bV9g7eF9B1,0.317,0.479,0,-7.9239999999999995,1,0.0336,0.0998,0.925,0.105,0.298,99.882,124307,3,24.18047,8,0
7771,The Fighter,Keith Urban Featuring Carrie Underwood,spotify:track:5OUSPcqhYTOzpbXzoEvKim,0.6809999999999999,0.856,11,-5.166,0,0.0517,0.0224,0.0,0.188,0.755,132.011,184040,4,37.48897,7,1
7772,Streetwalker,Nightstop,spotify:track:17unhA5Gnc1nLFdg3dKmuO,0.518,0.825,2,-10.748,1,0.0343,0.000407,0.9059999999999999,0.11599999999999999,0.0608,110.986,267520,4,104.32566,7,0
7773,Deja Vu,3OH!3,spotify:track:70sK7T5SzRs6QFHA1LLfrw,0.654,0.8170000000000001,11,-4.908,0,0.266,0.0816,0.0,0.41,0.794,127.991,184667,4,48.984759999999994,8,1
7774,Sick Boy,The Chainsmokers,spotify:track:58kZ9spgxmlEznXGu6FPdQ,0.6629999999999999,0.5770000000000001,11,-7.518,0,0.0531,0.109,0.0,0.12,0.45399999999999996,89.99600000000001,193200,4,53.38415,9,1
7775,Locked Up,Akon Featuring Styles P.,spotify:track:0YUrjFy4qFKOO5NhM9tYdV,0.828,0.58,7,-4.395,1,0.0941,0.0255,0.0,0.10300000000000001,0.40700000000000003,89.973,235067,4,34.37934,10,1
7776,The Music Scene,Blockhead,spotify:track:12TyU7JblI0e8WhMTck8bF,0.69,0.6559999999999999,7,-10.46,1,0.0753,0.619,0.364,0.115,0.611,99.99700000000001,289573,4,39.19462,14,0
7777,Since U Been Gone,A Day To Remember,spotify:track:1HykUKaVU0CEUvv1vLKkXj,0.625,0.951,3,-5.209,1,0.0494,0.0049700000000000005,0.0,0.106,0.721,128.01,198267,4,18.9542,8,0
7778,World Of No Tomorrow (Live),Nausea,spotify:track:6sHxXaehC3hSnz4Y0iEws8,0.429,0.938,11,-5.242999999999999,1,0.154,0.00045099999999999996,0.7929999999999999,0.0982,0.588,88.652,78053,4,21.95147,5,0
7779,Fill Me In,Craig David,spotify:track:0UzsDmdpw0Q14KU4hieQss,0.6829999999999999,0.748,8,-6.981,1,0.0366,0.373,0.00881,0.06,0.828,132.486,257200,4,30.756999999999998,11,1
7780,I'm Gonna Getcha Good!,Shania Twain,spotify:track:2fgRmQgz1qjLWC3TxgkgvM,0.738,0.76,1,-4.521,1,0.0305,0.0359,0.0,0.183,0.9440000000000001,123.993,270827,4,48.278459999999995,14,1
7781,He Said She Said,Ashley Tisdale,spotify:track:0jTTjg6q4jsd2RhuHwTvLj,0.6940000000000001,0.7090000000000001,7,-6.205,0,0.10300000000000001,0.0966,0.0,0.267,0.5660000000000001,114.96600000000001,188000,4,20.998160000000002,9,1
7782,This Is Exile,Whitechapel,spotify:track:4mvaqFKUdhLeiXEzVgpn9b,0.319,0.9940000000000001,2,-4.8260000000000005,1,0.207,0.00156,0.11900000000000001,0.182,0.0385,123.21700000000001,220120,4,21.90134,13,0
7783,Still Got Time,Zayn Featuring PARTYNEXTDOOR,spotify:track:000xQL6tZNLJzIrtIgxqSl,0.748,0.627,7,-6.029,1,0.0644,0.131,0.0,0.0852,0.524,120.963,188491,4,31.647190000000002,8,1
7784,Bartender Song,Rehab,spotify:track:1gewemPOUilb21s7CfMS55,0.667,0.6729999999999999,4,-6.006,1,0.0536,0.11699999999999999,0.0,0.34299999999999997,0.706,151.83700000000002,229040,4,72.30726,10,1
7785,Fever - Pagany Jazzy Mix,Jazz Juice,spotify:track:0tkZSSlga53MxBstm3O9Js,0.792,0.682,0,-8.686,0,0.0468,0.0009720000000000001,0.17,0.0757,0.542,125.001,344040,4,31.25607,13,0
7786,Opening,Craig Armstrong,spotify:track:0x1rnXl24iJl8xZFMkoyNv,0.138,0.18899999999999997,2,-15.732999999999999,0,0.0394,0.8959999999999999,0.27899999999999997,0.113,0.0729,91.20700000000001,279547,4,38.42315,10,0
7787,Better As A Memory,Kenny Chesney,spotify:track:5Wz9a5T5T3JgVDxMpX9BFu,0.5760000000000001,0.302,2,-11.845,1,0.033,0.433,3.3e-05,0.133,0.145,70.932,252707,4,27.44475,8,1
7788,NECHAMA (THE JON'S SONG),Ghusa,spotify:track:3aMoTgIAAmpBc6J4SLDMjJ,0.381,0.958,2,-5.015,1,0.086,0.00034700000000000003,0.779,0.0654,0.19899999999999998,114.928,305107,4,30.48343,11,0
7789,No,Meghan Trainor,spotify:track:7fCNUWi6uflDTQ08srxMZk,0.8270000000000001,0.6579999999999999,6,-3.846,1,0.0517,0.0224,0.0,0.0417,0.523,115.016,152862,4,24.54159,9,1
7790,Only Girl (In The World),Rihanna,spotify:track:6jAsmDJI8iPhGWtS27kZ67,0.7859999999999999,0.716,11,-4.253,0,0.0409,0.102,1.7199999999999998e-05,0.0557,0.595,125.921,235520,4,48.88044,13,1
7791,BedRock,Young Money Featuring Lloyd,spotify:track:3iL2l5gUqyPS6vDwJFgJTR,0.733,0.664,8,-6.162999999999999,1,0.295,0.102,0.0,0.191,0.557,148.005,288133,4,24.59674,16,1
7792,Sidewalks,The Weeknd Featuring Kendrick Lamar,spotify:track:4h90qkbnW1Qq6pBhoPvwko,0.542,0.721,1,-5.136,0,0.0625,0.147,0.0,0.348,0.623,149.83100000000002,231360,4,78.44418,9,1
7793,I Want to Know Your Plans,Say Anything,spotify:track:3pjnCLIHbRczUjenWOEo56,0.647,0.324,7,-9.679,1,0.0377,0.354,0.0,0.115,0.344,124.213,314286,3,32.66343,16,0
7794,Journeyman - 2015 Remaster,Iron Maiden,spotify:track:7HDCn9GB7qInP5bOHOCPpt,0.188,0.628,9,-7.962999999999999,0,0.0353,0.183,0.00474,0.153,0.308,198.146,426307,3,40.142920000000004,17,0
7795,"Bills, Bills, Bills",Glee Cast,spotify:track:67QoEc0mR2OpqNKXgHGHDq,0.833,0.441,11,-6.172000000000001,0,0.152,0.392,0.0,0.149,0.762,127.65899999999999,180280,4,29.890940000000004,9,1
7796,Habits (Stay High) [Instrumental Version],Steve Petrunak,spotify:track:16MH7WjEbCNGzH9PrIMgfi,0.738,0.547,5,-8.592,1,0.0468,0.9109999999999999,0.89,0.11199999999999999,0.22,110.015,209925,4,41.84368,10,0
7797,Dem Boyz,Boyz N Da Hood,spotify:track:59xyRqG06dGbTmmJFVFbyQ,0.782,0.63,1,-5.683,1,0.162,0.00161,0.0,0.151,0.295,78.516,256800,4,25.26759,10,1
7798,"Mozart / Arr Grieg: Piano Sonata No. 16 in C Major, K. 545: I. Allegro (Arr. Grieg for 2 Pianos) [Live]",Wolfgang Amadeus Mozart,spotify:track:6LKsT6X9BxMK8ePCDNRLal,0.401,0.14,0,-22.695999999999998,1,0.0338,0.99,0.929,0.078,0.326,130.037,283213,4,35.20385,19,0
7799,Hard to Beat,Hard-FI,spotify:track:34L2ThvPUNNAMUZ5Ei1F54,0.56,0.841,10,-4.532,1,0.0664,0.0019100000000000002,5.33e-06,0.182,0.78,125.219,253307,4,40.35535,12,0
7800,A Prophecy,Asking Alexandria,spotify:track:0Fk2NcRQpungRyAx9Y6KTk,0.233,0.943,2,-3.443,0,0.171,0.00878,0.0,0.359,0.0501,149.99200000000002,213640,4,41.88753,10,0
7801,Black N Roll,Venom Inc.,spotify:track:6Krvx7OIozNB7XDY9Wg94d,0.34,0.997,6,-5.712000000000001,0,0.0593,3.41e-06,0.609,0.21899999999999997,0.418,139.762,285280,4,34.58724,14,0
7802,Shinin' On Me,Jerrod Niemann,spotify:track:56hUUEbFVeJXCmbdPfsy1T,0.6509999999999999,0.773,7,-6.97,1,0.0366,0.318,0.0,0.27,0.69,83.995,194573,4,37.110040000000005,9,1
7803,Chrome,Trace Adkins,spotify:track:26ycbqowYZ01xEqdtfr0EW,0.474,0.924,9,-3.923,1,0.062,0.11199999999999999,6.93e-06,0.22899999999999998,0.774,179.74599999999998,201693,4,22.63658,10,1
7804,One Dance,Drake Featuring WizKid & Kyla,spotify:track:1zi7xx7UVEFkmKfv06H8x0,0.792,0.625,1,-5.609,1,0.0536,0.0077599999999999995,0.0018800000000000002,0.32899999999999996,0.37,103.96700000000001,173987,4,54.25264,6,1
7805,1985,Bowling For Soup,spotify:track:5oQcOu1omDykbIPSdSQQNJ,0.606,0.887,4,-4.404,1,0.0598,0.000242,0.0,0.337,0.903,119.97399999999999,193000,4,34.92338,8,1
7806,Love All Over Me,Monica,spotify:track:3jmrIQTRL9ea0Xv4yCvJEJ,0.514,0.628,4,-5.6610000000000005,0,0.0451,0.546,0.0,0.161,0.42200000000000004,129.539,229947,4,34.94924,11,1
7807,Larger Than Life,Backstreet Boys,spotify:track:6sbXGUn9V9ZaLwLdOfpKRE,0.6609999999999999,0.973,0,-2.9939999999999998,0,0.037000000000000005,0.11,1.74e-05,0.617,0.75,108.037,232827,4,37.18034,11,1
7808,Bring Em Out,T.I.,spotify:track:3CcvahnsiArpTHYQEWV2Au,0.759,0.8909999999999999,11,-2.983,1,0.257,0.0298,0.0,0.141,0.5870000000000001,98.579,216707,4,46.99801,10,1
7809,Galaxies,Nana Grizol,spotify:track:7w3UdxHC2iH5Rq8St46xit,0.42,0.627,3,-13.192,1,0.044000000000000004,0.5,0.0385,0.12300000000000001,0.8590000000000001,150.055,175013,4,39.061809999999994,7,0
7810,No Air,Glee Cast,spotify:track:31gAxJAKHU8meGl9HqpdGY,0.47200000000000003,0.764,11,-7.249,1,0.0578,0.139,0.0,0.152,0.489,160.08,262667,4,26.06863,10,1
7811,No Frauds,"Nicki Minaj, Drake & Lil Wayne",spotify:track:7KcGEssn7BnJdTgildK5y0,0.867,0.5579999999999999,1,-6.975,1,0.258,0.0884,4.05e-06,0.541,0.43200000000000005,139.061,272453,4,33.75793,18,1
7812,Oxygen Corrosion,Insect Warfare,spotify:track:0pbqL0YsmbwdzRdEVRg7bK,0.222,0.9940000000000001,1,-5.394,1,0.125,0.00010700000000000001,0.000408,0.18100000000000002,0.0247,66.222,53453,3,0.0,2,0
7813,"A Little Less Sixteen Candles, A Little More Touch Me",Fall Out Boy,spotify:track:4pmU8AtVu9qU40Xd9zjEfA,0.5379999999999999,0.889,7,-3.5860000000000003,1,0.0596,0.00702,0.0,0.312,0.695,133.04399999999998,169027,4,29.836640000000003,9,1
7814,Karate Chop (Remix),Future Featuring Lil Wayne,spotify:track:2Ih0U9yUuY0oU2In3h21If,0.755,0.5760000000000001,11,-5.4270000000000005,1,0.155,0.0032600000000000003,0.0,0.147,0.555,134.877,276373,4,43.78298,8,1
7815,Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",spotify:track:5bcTCxgc7xVfSaMV3RuVke,0.893,0.745,11,-3.105,0,0.0571,0.0642,0.0,0.0943,0.872,101.01799999999999,223413,4,36.30276,7,1
7816,Rani,Faun,spotify:track:4f5hVnrSBAPuVfEaUDrogc,0.49,0.82,7,-6.704,1,0.0466,0.363,0.000386,0.0898,0.509,94.804,200520,4,38.20245,11,0
7817,Higher Things - Maurice Joshua Album Version,Kim English,spotify:track:0XKSzW9ZS0FTUEjjohHQGO,0.725,0.828,5,-7.121,0,0.0602,0.0754,0.00147,0.0416,0.92,124.041,412293,4,29.7383,19,0
7818,Wasted Times,The Weeknd,spotify:track:7DKS0rX27cCEPsK0R6tFWS,0.56,0.6779999999999999,10,-6.167000000000001,0,0.0581,0.61,1.42e-05,0.111,0.29,122.585,220293,4,31.967240000000004,10,1
7819,Shindo-kaku,ASIAN KUNG-FU GENERATION,spotify:track:1lzVhHihby5uHDwml2ApDr,0.32299999999999995,0.953,9,-4.2780000000000005,1,0.0617,1.62e-05,0.377,0.0524,0.5760000000000001,184.88400000000001,147200,4,21.98975,8,0
7820,Famous,Kanye West,spotify:track:19a3JfW8BQwqHWUMbcqSx8,0.465,0.735,6,-3.715,1,0.11699999999999999,0.0711,0.0,0.0975,0.409,173.935,196040,4,56.289930000000005,9,1
7821,When We Were Young,Adele,spotify:track:7IWkJwX9C0J7tHurTD7ViL,0.381,0.594,3,-5.97,1,0.0486,0.348,0.0,0.0925,0.273,143.86,290907,4,31.34795,13,1
7822,Singles You Up,Jordan Davis,spotify:track:4LiMQ6G9n84rDUBs9wtwz6,0.491,0.907,7,-3.594,1,0.0481,0.0491,0.0,0.242,0.631,199.94299999999998,182667,4,39.1747,6,1
7823,Little Things,One Direction,spotify:track:7kSLdGdXLey7pzLsWpdg1h,0.7070000000000001,0.222,7,-11.716,1,0.0329,0.7879999999999999,0.0,0.205,0.556,110.095,219640,4,60.89089,9,1
7824,Doing Too Much,Paula DeAnda Featuring Baby Bash,spotify:track:5PCYGkoOlpvjttDtG8XcvS,0.716,0.6679999999999999,2,-5.136,1,0.083,0.27899999999999997,0.0,0.337,0.7440000000000001,141.006,247431,4,29.2925,14,1
7825,Six-Pack Summer,Phil Vassar,spotify:track:23qDMWnwf8p0pr5slljB6i,0.725,0.733,0,-6.66,1,0.0242,0.508,0.0,0.17300000000000001,0.843,100.311,219827,4,27.0663,8,1
7826,Radioactive,Kings Of Leon,spotify:track:60CirPlTOEWOUBus7HxV3B,0.408,0.925,5,-4.88,1,0.0533,0.00877,0.000454,0.12,0.361,126.405,206187,4,22.15137,9,1
7827,You're The One,Greta Van Fleet,spotify:track:0iYBNrznkCwhN3xCmNVJpo,0.5529999999999999,0.807,2,-5.805,1,0.0428,0.0125,0.0022199999999999998,0.302,0.575,151.916,266933,4,51.24879,11,0
7828,Hands To Myself,Selena Gomez,spotify:track:1LoriJC05IrHIDwj3q0KC1,0.8109999999999999,0.499,5,-7.1610000000000005,0,0.11800000000000001,0.0147,2.44e-06,0.342,0.466,111.016,200680,4,56.37931,8,1
7829,Goodnight Baby,The Butterflies,spotify:track:1DuellG6YWuve47AgXjyZL,0.639,0.584,7,-5.617000000000001,1,0.0302,0.769,0.000725,0.18899999999999997,0.618,103.169,162200,4,24.06852,7,0
7830,Sway,Duncan Fellows,spotify:track:0hjXz5ryQLmwuaQxW6pGJ4,0.499,0.41600000000000004,0,-8.146,1,0.0262,0.414,0.00787,0.122,0.187,106.779,227915,4,46.53376,10,0
7831,Between Sleipnir's Breaths,Sunn 0))),spotify:track:5PWWuVITa0SC49EFqyF8e8,0.136,0.311,10,-10.523,1,0.0382,0.39,0.9079999999999999,0.147,0.0383,101.238,758996,5,112.82333999999999,33,0
7832,Must Be Doin' Somethin' Right,Billy Currington,spotify:track:6TefPQD0oc88BNALpu4U87,0.489,0.647,9,-3.424,1,0.027000000000000003,0.205,0.0,0.0504,0.436,167.792,269587,4,36.89431,13,1
7833,Mine Would Be You,Blake Shelton,spotify:track:1zvQt99d5oTkEQLmSoO1yu,0.5720000000000001,0.529,0,-6.897,1,0.0282,0.146,0.0,0.335,0.321,139.876,239507,4,23.80186,13,1
7834,Hollywood's Not America,Ferras,spotify:track:5wizvr1JlRR3XWmKkOmEtV,0.478,0.617,5,-6.162000000000001,1,0.0343,0.244,0.0,0.131,0.598,156.058,195067,4,66.78914,6,1
7835,Flicka Da Wrist,Chedda Da Connect,spotify:track:6q5vZHAzu2uSWu7qYKSse0,0.9490000000000001,0.387,6,-8.798,1,0.35200000000000004,0.043,1.51e-06,0.0578,0.5579999999999999,125.04700000000001,221668,4,35.53649,13,1
7836,Gangsta Luv,Snoop Dogg Featuring The-Dream,spotify:track:1E8wif6bVXurUgxV8Gfwrw,0.59,0.735,2,-4.9239999999999995,1,0.297,0.0277,0.0,0.0818,0.39799999999999996,102.07600000000001,256547,4,50.10109,11,1
7837,Punk Rock Girl,Big D and the Kids Table,spotify:track:0jLH5Dfd14hnMcEWR9wv9j,0.5920000000000001,0.973,0,-3.3689999999999998,1,0.0659,0.00483,0.0034200000000000003,0.266,0.826,139.887,149293,4,29.027309999999996,9,0
7838,Here's To Never Growing Up,Avril Lavigne,spotify:track:0qwcGscxUHGZTgq0zcaqk1,0.48200000000000004,0.873,0,-3.145,1,0.0853,0.0111,0.0,0.409,0.737,165.084,214320,4,32.17301,12,1
7839,San Dimas Oasis,COOLRUNNINGS,spotify:track:3CcgtTQ1GlssBDILeoiHOK,0.34600000000000003,0.782,8,-8.149,1,0.0713,0.000334,1.98e-05,0.182,0.868,157.938,184640,5,37.06199,9,0
